WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_6075195,6075195,Yes,SubRef,Ref,,101.33333,,,,,71.3,,5.00333,54.7,33.33333,,,10.46,,,,5.73,,,19.73333,,0.02333,,14.4317,33.81325967,48.4737,5.0413,122.4874,4.4077,0.80639442,3.0602,0.2263,2.9065,1.2036,0.779104,79.18,2.76,6.03,8.44,120.7535,494,57.0449,8.677661955,771.4077,10.3482
TtID_6075209,6075209,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,,,0.02501,,14.1251,40.46740331,50,3.42,43.3608,4.2504,0.562489742,1.9269,0.18,2.2345,2.97,0.001,58.15,8.06,14.36,10.34,6.5556,494,68.9224,8.987152978,938.5789,1361.2032
TtID_6075219,6075219,Yes,Ref,Ref,88.3192,,,,,,,,8.11429,,137.32857,,,,,,,6.61571,,,15.28571,,,,14.2989,32.92596685,48,5.1378,118.1626,4.4184,0.831777226,4.34,0.2299,3.4736,1.1472,1.068823,82.23,1.48,3.28,7.13,119.0906,494,55.8796,8.664729925,796.1815,16.4133
TtID_6075243,6075243,No,SomeStrs,Strs,33.328,,,,,,44.17241,,7.6975,,44.42051,,,,,,,6.83333,,,17.93684,,,,14.2833,30.95138122,49.8686,3.42,100.7002,4.3566,0.789559714,4.49,0.1863,3.54,2.97,0.616507,79.9,1.65,3.43,6.79,114.9314,494,70.3116,8.789743719,775.155,70.0623
TtID_6075249,6075249,No,Strs,Strs,,,,,,,162.5,,1.2,,1181.325,,,,,,,,,,16.5,,,,13.9087,65.46243094,50,8.4812,102.2708,4.2615,0.454043791,1.7873,0.2926,2.1257,0.5112,1.547055,35.37,8.24,15.98,5.55,104.8931,497.8515,37.058,8.935329589,824.6194,4.122
TtID_6075251,6075251,Yes,SubRef,Ref,,,,,,,,,,,103.33333,,,,,,,,,,,,,,14.2833,37.58950276,50.4362,5.4736,110.789,4.2892,0.775805623,4.49,0.254,3.54,1.4848,0.781401,81.67,0.51,0.93,7.43,113.2768,494,52.2251,8.744599594,781.7545,5.9994
TtID_6075255,6075255,No,SomeStrs,Strs,154.9752,,,,,,77.9871,,8.71111,,169.0913,,,,,,,6.81429,,,14.04211,,,,15.6908,33.41712707,48,4.67,248.2574,4.5952,0.644629145,2.7525,0.23,3.5642,3.15,1.908787,64.6,5.35,11.16,6.32,17.532,494,49.88,8.008259331,753.2794,6.0471
TtID_6075257,6075257,No,SubRef,Ref,,,,,,,214.8125,,8.67647,,241.13529,,,,,,,,,,14.16061,,,,15.6908,31.09558011,48,4.67,266.2058,4.5894,0.782522451,2.7525,0.23,3.5642,3.15,3.073787,79.04,1.75,3.4,5.53,17.565,494,49.88,7.930584656,749.2312,5.6106
TtID_6075267,6075267,No,Strs,Strs,1540.86453,50.9,,31.5,,,221.2325,,7.64814,85.28462,212.35152,,,63.4475,,,,6.59,,13.43333,13.07905,,0.01256,,13.9087,54.68618785,50.1289,4.6685,68.5948,4.2194,0.577820617,1.7873,0.2117,2.1257,2.3635,0.783919,46.9,6.46,13.67,9.39,47.8612,494,61.4495,8.976100056,818.8018,12.1554
TtID_6075269,6075269,Yes,Ref,Ref,,94.5,,,,,32,4.7,8.76667,,60,,,7.235,,,,6.11,,,19.56667,,0.019,29.6,14.2095,36.49392265,50.994,6.6774,89.6785,4.2557,0.807910855,3.9571,0.2334,3.2611,1.3767,0.673125,78.86,1.52,3.21,9.3,113.926,494,50.0977,8.854186553,815.7569,11.3949
TtID_6075271,6075271,Yes,Ref,Ref,,,,,,,117.83333,,5.95,,,,,,,,,,,,16.36667,,,,14.255,31.75414365,51,3.42,90.7453,4.2707,0.775627535,4.3954,0.1806,3.5587,2.97,0.160778,77.68,2.29,4.87,7.15,110.5059,494,70.3512,8.845298836,806.8851,99.3294
TtID_6075289,6075289,Yes,Ref,Ref,,,,19.85714,,26.625,91.25,,8.3375,89.25,,,,,,,,6.175,,,17.93,0.25,0.01038,,14.7374,31.24088398,48,4.67,147.6277,4.4842,0.807186957,2.3144,0.23,2.7922,3.15,0.630386,82.2,1.12,2.43,5.66,110.1138,494,50.064,8.567394346,757.8599,16.3251
TtID_6075301,6075301,No,SomeStrs,Strs,184.9704,,,,,,,,7.09286,,155.26154,,,,,,,6.76429,,,16.93333,,,,14.0321,31.95966851,50.4078,4.5113,73.9819,4.2582,0.777392416,2.1193,0.2079,2.2403,2.3982,0.270108,77.03,2.24,4.79,8.15,116.158,494,61.8654,8.90970817,839.2143,124.7985
TtID_6075313,6075313,Yes,Ref,Ref,,,,,,,,,,,55.66667,,,,,,,,,,,,,,14.1881,51.58121547,50.7572,3.42,76.8369,4.2691,0.763525285,2.0071,0.182,2.2859,2.97,0.345964,74.04,1.66,3.58,11.56,118.3997,494,69.3759,8.905453705,839.8895,9.2835
TtID_6075315,6075315,No,Strs,Strs,,,,,,34.4,191.42857,,6.71429,71.14286,105.16667,,,,,,,6.98571,,,17.71429,0.474,0.0274,,14.6043,53.01160221,50.6387,4.1503,74.7914,4.2691,0.488967146,2.7109,0.1802,1.7382,2.6599,0.197693,56.41,5.12,10.86,12.43,120.0553,494,63.5134,8.917243292,860.6028,9.5688
TtID_6075355,6075355,No,Strs,Strs,,,,,,,,,,,20.6,,,,,,,,,,,,,,14.5,30.44254144,49,3.42,96.7147,4.3816,0.64298813,2.96,0.18,3.3,2.97,0.832369,75.65,1.62,3.31,6.21,116.7538,494,66.0253,8.838914185,961.3733,10.8207
TtID_6075363,6075363,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,,,0.0198,,14.0843,32.2320442,49,3.4264,98.7978,4.3079,0.681604374,3.83,0.18,3.675,2.97,0.116683,74.63,2.21,4.62,7.24,112.9775,494,68.6546,8.848073416,848.4995,119.3769
TtID_6075365,6075365,No,HighStrs,Strs,,,,,,25.6,166.71429,,9.05714,98.71429,141.66667,,,,,,,6.98571,,,19.01429,0.276,0.0102,,14.5001,36.80773481,49,3.4963,99.4086,4.3875,0.572947054,2.961,0.18,3.0266,2.8764,0.892611,72.06,2.26,4.67,6.64,117.8844,494,68.5518,8.833375524,895.4268,38.8341
TtID_6075371,6075371,No,SomeStrs,Strs,,,,,,,,,,,88.5,,,,,,,,,,,,,,12.8599,48.02651934,51,3.42,60.1296,4.1837,0.596761329,2.793,0.2071,1.1974,2.97,0.065535,58.61,2.87,5.99,22.73,19.3077,494,70.1697,8.977199875,832.8647,17.4438
TtID_6075395,6075395,No,HighStrs,Strs,605.45867,,,11.75,,34,106.16,,8.64,94,87.07143,880,272.8,22.375,,,,6.97333,,,19.52941,0.354,0.01435,,13.9267,34.23425414,49.986,5.5357,80.265,4.2125,0.714670136,2.7666,0.2379,1.5257,1.929,0.259448,72.55,2.88,6.07,8.81,14.5097,494,56.3783,8.925653302,815.1022,157.302
TtID_6075403,6075403,Yes,Ref,Ref,,,,,,,,,,,14.66667,,,,,,,,,,,,,,14.3784,33.86629834,49.5081,4.4762,122.0963,4.3873,0.824464929,3.2736,0.1837,2.2087,2.2076,0.797216,80.44,1.49,3.17,6.85,116.7032,494,61.4837,8.772148601,781.5731,18.5553
TtID_6075405,6075405,No,HighStrs,Strs,700.7212,,,51.40506,,,260.3908,,9.56092,87.86207,108.10256,60,468.4,36.8,,,,6.87528,,,13.91236,1.07764,0.05981,,12.8599,40.74198895,48.1093,3.42,56.9245,4.1824,0.552421368,2.793,0.18,1.1974,2.97,0.048759,57.21,8.54,15.04,10.37,13.7849,494,70.58,8.979764517,903.9203,1128.6405
TtID_6075427,6075427,No,SubRef,Ref,,,,23.68421,,27.7,99.57895,,8.50526,90.84211,,,,,,,,6.28947,,,17.77619,0.2515,0.01112,,14.2515,36.1558011,49.1317,5.8249,141.9897,4.3857,0.828982711,3.8796,0.1873,3.0629,1.234,0.601139,81.88,1.13,2.35,6.21,126.3428,494,51.2923,8.717614505,735.3828,15.6591
TtID_6075523,6075523,No,Strs,Strs,681.37244,,,50.84783,,,257.16667,,9.1898,89.14286,131.97222,,114,36.84783,,,,6.87347,,,15.27059,1.2106,0.04772,,14.1534,40.78563536,51.9071,3.4809,68.2729,4.1855,0.554536917,2.7906,0.195,1.5372,2.9404,0.195555,57.35,8.55,15.04,10.27,26.2252,494,68.4008,9.034843513,936.6166,1112.2308
TtID_6075545,6075545,No,Other,Other,,,,53.75,,45.25,232.33333,,7.73333,81,,,,,,,,6.56667,,,16.73333,0.4225,0.0155,,14.2075,40.78121547,51,6.44,128.6986,4.323,0.718280635,1.98,0.22,2.2759,0.79,0.34924,69.47,3.93,7.71,7.71,119.5952,494,45.66,8.860868913,901.4486,11.1483
TtID_6075551,6075551,No,Other,Other,263.06901,,,34.40541,,,159.95422,,9.01585,82.9878,60.55263,160,160.5,16.81447,,,,6.37619,,,13.57442,0.56353,0.02149,,14.6337,33.81933702,52,5.6906,97.0484,4.2088,0.668876646,2.7743,0.2353,1.6838,1.7873,0.048872,71.92,3.25,6.49,8.99,14.4769,494,54.5734,8.985801707,853.4908,176.8293
TtID_6075585,6075585,No,Other,Other,,,,,,27,168.66667,,8.38333,94,29,,,,,,,6.63333,,,18.8875,0.326,0.0152,,14.4363,45.90441989,49.5914,6.3919,285.2446,4.6218,0.670173624,3.349,0.2243,2.4926,1.0693,0.779491,74.78,2.21,4.46,7.31,98.9785,494,44.7685,7.800643414,745.0771,26.1171
TtID_6075603,6075603,No,Strs,Strs,,,,,,,,,,,52.16667,,,,,,,,,,,,,,14.355,38.66850829,50.1237,6.1981,191.4702,4.4695,0.674499901,3.1934,0.22,2.1183,0.7993,1.141188,74.99,4.23,7.87,4.24,71.5179,494,47.3985,8.514145278,730.771,22.6791
TtID_6075623,6075623,No,Other,Other,,,,36,,15,154,,9.6,99,17.33333,,,,,,,7,,,15.5,0.345,0.0095,,14.425,39.83701657,50,6.44,252.7725,4.5107,0.653060949,3.8255,0.22,3.0892,0.79,4.060779,77.14,3.98,7.71,0.72,96.4139,494,45.7394,8.129282316,706.1848,2.7324
TtID_6075631,6075631,No,HighStrs,Strs,,,,,,,286.75,,6.46364,73.27273,,,,,,,,6.85556,,,21.84545,1.55,0.08255,,13.5496,40.84530387,52,7.9008,80.3918,4.1699,0.557449111,2.7764,0.2368,1.4093,0.7759,0.006,57.33,8.61,15.12,10.24,52.2812,494,41.7378,9.07815547,864.7771,1091.2752
TtID_6075633,6075633,No,Strs,Strs,,,,,,,570.5,,8.05,87,102.66667,,,,,,,7.25,,,18.9,,,,14.2075,37.84364641,50,2.35,124.4635,4.4397,0.609895683,1.98,0.1946,2.2759,0.96,2.881679,58.15,11.27,19.88,6.77,14.6126,494,68.011,8.890479553,821.7439,10.1934
TtID_6075649,6075649,No,SomeStrs,Strs,,,,,,,213,,8.375,95.25,49.72727,,37.8,,,,,6.925,,,21.925,,0.0205,,14.6505,34.68287293,52.2025,4.9249,92.0655,4.1996,0.643281552,2.75,0.2126,1.7475,1.9938,0.248982,71.85,3.3,6.62,9.08,15.0195,494,58.411,9.048080783,803.4146,188.2926
TtID_6075655,6075655,No,SomeStrs,Strs,,104.66667,0.95333,40.6,,54.3,209.75,1.7,8.21667,93.58333,29.41667,,,,803.33333,0.74333,44.66667,6.59167,1,,19.96429,0.393,0.0209,6.96667,14.8598,49.40220994,50.7345,6.3653,253.9276,4.6223,0.673480228,2.9028,0.2098,1.9654,0.7925,0.825433,68.84,3.63,6.85,11.4,99.372,494,48.7375,7.933046394,775.8088,46.4121
TtID_6075669,6075669,No,HighStrs,Strs,,51.22222,0.83444,50.2,,29.6,216.90909,1.51111,10.1,101.72727,1064.33333,,,29.375,523.33333,0.44222,97,7.2,2.06667,,15.80769,0.796,0.0198,3.75556,14.3684,40.33093923,50.6806,6.1874,210.5079,4.5015,0.573460211,3.9024,0.2052,3.2027,0.7706,0.98832,63.66,6.48,11.41,8.65,85.1403,494,47.0332,8.468461053,798.9866,158.0571
TtID_6075671,6075671,No,Strs,Strs,,,,,,,178,,8.925,97.75,761,,3058.8,,,,,7.1,,,19.875,,0.03,,14.3427,39.90331492,50,4.7932,220.1343,4.516,0.655634056,3.9427,0.204,3.2805,0.8562,2.42586,72.75,2.53,4.9,7.53,104.3386,494,54.6929,8.311983368,777.5083,40.9851
TtID_6075677,6075677,No,HighStrs,Strs,,,,,,58,358.77778,,6.95,78.5,105,,113.6,,,,,7.17,,,20.88,0.678,0.0285,,13.1001,69.17127072,52.2229,7.5013,96.5546,4.1571,0.30334001,2.9109,0.2862,1.4729,0.9721,0.518167,32.27,10.62,20.23,18.77,80.5307,496.4483,42.7677,9.181635806,802.7603,11.178
TtID_6075687,6075687,No,SomeStrs,Strs,,,,,,41.8,209.16667,,8.40833,95.08333,71.63636,,61,,,,,7.1,,,20.63571,0.432,0.01827,,14.6505,38.7441989,52.9088,4.755,99.6389,4.2146,0.652014298,2.75,0.2062,1.7475,1.9872,0.453891,63.01,4.71,9.5,11.27,14.5044,494,59.0303,9.049787319,817.8671,41.6043
TtID_6075693,6075693,No,Strs,Strs,,,,,,,234,,7,71,1098.33333,,,,,,,6.45,,,16.6,,,,14.2075,45.74364641,52.9302,2.6541,102.3913,4.2832,0.536144976,1.98,0.18,2.2759,0.9448,0.269095,42.68,9.61,18.84,13.47,14.4599,494,68.2235,9.067654478,778.8998,21.0879
TtID_6075695,6075695,No,Strs,Strs,,,,,,,375,,8.35,96.75,300.4,,402.6,,,,,7.25,,,22.7,,0.01467,,14.3057,43.94088398,50.034,4.3493,226.5314,4.5281,0.570057941,3.7244,0.1998,3.0359,0.8775,0.004175,62.76,6.04,10.85,9.57,101.1178,494,59.9863,8.33817721,775.1772,110.2653
TtID_6075697,6075697,No,HighStrs,Strs,361.05333,,,43.25,,,181,,9.18333,94.16667,20,220,1146,17.66667,,,,7.1,,,18.11667,,0.02362,,14.5002,46.45966851,51.5957,2.35,200.2053,4.5259,0.613790409,2.9644,0.18,2.0601,0.96,5.00641,62.53,5.85,10.67,11.13,94.1033,494,70.9863,8.489624023,793.7074,74.2293
TtID_6075705,6075705,No,Strs,Strs,,69.66667,1.37333,34.8,,35.6,160.125,1.3,8.45,95.375,56.23529,,40,,580,0.54333,120,6.525,1,,19.8,0.346,0.0153,6.8,14.1893,46.40994475,50,3.7008,234.4922,4.5787,0.665514352,4.153,0.2199,3.5888,0.9009,0.1065,67.14,4.02,7.56,10.18,98.0979,494,60.8892,8.244086931,802.8446,58.2606
TtID_6075711,6075711,No,HighStrs,Strs,,,,,,,323,,8.1,92.5,216.33333,,,,,,,7.15,,,21.9,,,,14.2075,38.12707182,50.9067,2.5395,125.9934,4.385,0.575471465,1.98,0.1766,2.2759,0.9364,0.369433,61.48,11.84,19.51,4.35,38.1222,494,69.8789,8.935554534,828.7127,41.0751
TtID_6075713,6075713,No,HighStrs,Strs,955.40267,48.4375,0.915,55.25,,26.2,274.06667,2.10667,9.85333,97.93333,1765,60,3293,34.72727,,0.40313,,6.96,2.6,,15.79333,0.984,0.03071,3.9875,14.2945,40.82707182,51.0192,4.5774,167.2049,4.4451,0.546593729,2.8433,0.1991,2.2881,0.7941,0.766595,60.88,9.14,15.19,8.05,71.2293,494,56.2096,8.695774111,777.3847,171.7488
TtID_6075725,6075725,No,Strs,Strs,,,,,,,,,,,36,,,,,,,,,,,,0.0195,,14.2994,42.26906077,51.0098,4.9328,220.7469,4.538,0.577844319,3.7321,0.1854,3.0475,0.8533,1.910535,65,5.25,9.28,6.58,98.1071,494,55.3248,8.47345553,753.5635,32.9841
TtID_6075727,6075727,No,Strs,Strs,,,,,,32.6,283.6,,5.14545,59.36364,100.72727,,147.4,,,,,6.73636,,,21.80909,0.452,0.03109,,14.7158,38.66629834,53,3.42,68.1121,4.1958,0.489331803,2.9889,0.18,2.1596,2.97,0.001,43.85,17.94,29.06,9.58,51.8488,494,70.58,9.181369042,849.2757,49.6413
TtID_6075735,6075735,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,,,0.024,,14.5186,49.54917127,51.6462,6.3698,264.8733,4.5946,0.544832997,3.0144,0.2131,2.1067,0.9913,2.578928,46.88,11.92,21.32,15,94.0359,494,47.0696,8.193331264,757.7625,14.8878
TtID_6075749,6075749,No,Strs,Strs,,8.7,2.63333,39.8,,46.2,214.5,2.1,7.93333,96.83333,34.83333,,,,97.33333,0.5,85.33333,7.21667,1,,22.75,0.542,0.035,5,14.5004,42.54861878,53,6.1508,101.6483,4.2868,0.519087999,2.9675,0.188,1.1775,0.8009,0.627729,43.16,9.55,18.06,12.69,13.7099,494,51.3164,9.083462877,778.3484,37.1853
TtID_6075773,6075773,No,Strs,Strs,,,,,,29.2,235,,7.05,81.33333,310.5,,,,,,,6.86667,,,21.78333,0.412,0.0178,,14.5004,40.43646409,53.5321,3.5496,97.5377,4.2801,0.53414922,2.9675,0.1955,1.1775,1.9736,0.783479,44.82,9.13,17.13,14.18,23.7692,494,65.8751,9.114523884,748.5424,49.6683
TtID_6075787,6075787,No,HighStrs,Strs,,,,,,,,,6.96667,74,,,,,,,,,,,17.6,1.4,0.048,,14.6505,40.33812155,53.8788,3.42,88.1865,4.2702,0.552025613,2.75,0.18,1.7475,2.97,0.001,54.92,9.42,16.37,10.3,58.3832,494,70.58,9.201192043,835.2027,781.6491
TtID_6075789,6075789,No,Strs,Strs,,,,,,,266,,7.43333,81,87.4,,112.2,,,,,6.86667,,,19.5,,0.0188,,14.6505,40.5878453,54,3.42,73.7625,4.2801,0.533584553,2.75,0.18,1.7475,2.97,0.502057,44.04,10.01,18.62,13.97,50.1203,494,70.58,9.200210459,855.7745,51.8724
TtID_6075797,6075797,No,HighStrs,Strs,,,,,,,,,,,193.5,,,,,,,,,,,,,,14.3191,39.11712707,51.9136,5.7541,157.2877,4.3683,0.643898733,2.3693,0.1999,1.9374,0.731,0.495198,64.62,9.13,15.92,7.13,80.4019,494,49.0666,8.848806256,791.3121,19.4976
TtID_6075799,6075799,No,Strs,Strs,,,,68.5,,15,251,,6.7,66,15.5,,,,,,,5.4,,,12.75,0.0955,0.005,,14.4954,49.55138122,51,6.355,300.8397,4.621,0.667800324,2.7926,0.2263,1.6783,1.2955,1.759275,61.54,2.69,5.42,8.46,108.0699,494,44.3019,8.07687706,791.6875,5.5971
TtID_6075807,6075807,No,HighStrs,Strs,,22.66667,1.9,53.4,,24,268.66667,2.3,8.5,98.5,340,,,,393.33333,1.2,39.66667,7.36667,1,,20.1125,0.516,0.0212,6.5,14.2075,39.96187845,52,4.9901,128.68,4.354,0.625441995,1.98,0.1631,2.2759,0.6641,1.016265,64.85,10.96,18.06,5.6,72.3646,494,51.0082,9.060876243,861.0199,27.9135
TtID_6075837,6075837,No,HighStrs,Strs,,,,,,,,,,,186.83333,,,,,,,,,,,,,,14.2075,41.77071823,53,3.6582,128.4281,4.3448,0.479578532,1.98,0.1956,2.2759,0.9039,0.829646,33.03,26.81,43.97,5.85,87.0027,494,63.936,9.102670299,789.1663,19.359
TtID_6075859,6075859,No,SomeStrs,Strs,,,,80,,15,,,,,10,,,,,,,,,,,0.23,0.006,,14.5004,53.1160221,53,2.35,106.9025,4.3399,0.650014786,2.9675,0.18,1.1775,0.96,0.365266,54.41,6.91,12.83,10.68,86.2806,494,72.09,9.176196053,899.9852,4.0473
TtID_6075989,6075989,No,HighStrs,Strs,,,,,,,315.33333,,6.76667,77.93333,76.66667,,,,,,,6.99667,,,22.33333,,,,14.0352,40.59337017,50,3.073,58.1119,4.2703,0.561046359,1.8965,0.1508,2.203,0.9355,0.109002,57.73,8.39,14.87,10.26,6.6133,500.4065,67.5879,8.911734355,863.2021,1373.1219
TtID_6076011,6076011,Yes,Ref,Ref,,,,22.75,,39.5,100.33333,,8.56667,89.33333,,,,,,,,6.4,,,16.66667,0.3325,0.0139,,14.1614,34.59944751,48.313,3.5552,128.7495,4.442,0.821609786,3.6686,0.2012,3.6054,2.9925,0.852968,80.76,1.36,2.98,6.91,119.7171,494,67.4726,8.684319154,785.5306,26.3736
TtID_6076029,6076029,No,SomeStrs,Strs,,,,,,47.4,162.66667,,7.65,83.33333,106.5,,,,,,,6.3,,,17.7625,0.592,0.0382,,14.1858,31.80055249,50.1708,3.42,90.7072,4.2981,0.671046921,2.7922,0.1806,2.7745,2.97,0.048821,73.38,2.75,5.52,8.06,114.0211,494,70.5021,8.956580663,980.4739,142.3629
TtID_6076035,6076035,No,Other,Other,,,,,,,,,,,,,,,,,,,,,,,0.0226,,14.3523,33.29944751,51.5235,7.3791,116.2956,4.257,0.672573543,2.4682,0.2859,1.7329,1.0297,0.236117,72.73,2.98,5.95,8.42,109.7558,494,43.5889,8.833176333,820.642,161.9595
TtID_6076041,6076041,No,SomeStrs,Strs,,,,,,,,,,,145.33333,,,,,,,,,,,,,,14.2916,39.57790055,51.7051,5.4827,108.7761,4.2469,0.699860011,2.2637,0.2045,1.9604,1.4996,0.812301,57.88,9.01,18.05,15.13,113.2784,494,53.2115,8.937981337,830.0398,5.8176
TtID_6076043,6076043,No,Other,Other,,,,,,25,313.83333,,8.75,93.16667,52.16667,,,,,,,6.96667,,,16.3625,0.506,0.0108,,14.1963,39.30331492,49.8451,6.44,177.1903,4.3266,0.687420485,3.1064,0.22,2.9612,0.79,1.297826,66.3,4.16,8,6.58,76.2877,494,45.66,8.608054641,800.5289,6.5304
TtID_6076051,6076051,No,Strs,Strs,,,,,,,,,,,187.5,,,,,,,,,,18.1,,,,14.4384,42.45138122,51.9228,6.44,123.9725,4.2468,0.671850529,2.7557,0.2199,1.4144,0.79,0.617832,61.48,4.25,8.88,11,36.5088,494,45.7784,8.926785988,804.727,29.1483
TtID_6076057,6076057,No,Strs,Strs,988.73067,,,41.5,,26.8,283,,8.20909,89.45455,126.25,260,685.6,44,,,,6.91818,,,19.74545,1.192,0.09047,,14.6505,40.66906077,52,3.42,70.297,4.1845,0.547910709,2.75,0.18,1.7475,2.97,0.033632,54.56,9.75,16.92,10.33,32.7165,494,70.3435,9.104054578,855.8667,884.4921
TtID_6076065,6076065,No,Strs,Strs,,,,,,,280,,7.4,82,,,,,,,,7.1,,,20.1,,,,14.3375,39.94475138,52.9082,3.42,73.9768,4.1863,0.493613148,3.4505,0.18,2.7813,2.97,0.220483,46.52,15.53,25.44,9.97,72.1534,494,70.58,9.180111478,829.5337,45.9342
TtID_6076069,6076069,No,HighStrs,Strs,,47,1.135,,,27.8,306.05556,2.1,9.26667,95.66667,1136.36364,,2578,33.8,,0.4325,,6.96111,2.6,,17.3,2.5,0.15555,5.5125,14.2075,43.00110497,52,4.6443,123.1798,4.3305,0.526326217,1.98,0.1765,2.2759,0.7846,0.277162,58.38,11.54,18.82,7.15,33.6655,494,55.8641,9.042325297,830.8488,224.3682
TtID_6076073,6076073,No,HighStrs,Strs,,,,,,,386,,5.3,63.33333,,,,,,,,6.73333,,,23.03333,2.4,0.09,,14.6505,40.34364641,53.1148,3.42,73.6358,4.2737,0.55142355,2.75,0.18,1.7475,2.97,0.142152,54.84,9.47,16.47,10.29,22.025,494,70.58,9.188268355,833.3365,784.5039
TtID_6076077,6076077,No,Strs,Strs,,40,2.76667,,,,,0.79333,,,70.66667,,,38.66667,,0.14667,,,2.6,,,,,1.16333,13.6759,36.38453039,53.8553,5.2504,80.7066,4.3138,0.544269332,3.7658,0.1909,2.5403,1.6938,0.001,53.62,9.62,16.93,9.93,75.4773,494,55.4128,9.257078489,832.445,30.1203
TtID_6076083,6076083,No,Strs,Strs,,40,3.95,,,,,0.81,,,,,,63.83333,,0.23,,,2.6,,,,,1.18,14.4544,38.3320442,53.9995,4.8731,89.9375,4.2813,0.547373273,3.6194,0.1809,2.7952,2.0671,0.129462,32.38,28.12,47.62,5.51,82.2405,494,60.285,9.250631808,802.9478,5.0211
TtID_6076089,6076089,No,HighStrs,Strs,,,,,,,208,,7.9,88.25,420.30769,,416,,,,,6.725,,,20.75,,0.0166,,14.2075,38.13314917,52.0687,4.5036,110.1323,4.3312,0.568364931,1.98,0.1633,2.2759,0.668,1.008687,61.72,13.79,21.75,5.31,71.6521,494,55.1369,9.150068888,860.9638,29.4471
TtID_6076093,6076093,No,HighStrs,Strs,944.29333,,,48.25,,,282.66667,,6.25,64.66667,20,60,685.6,44,,,,6.75,,,18.08333,,0.13333,,14.6201,41.04530387,54,3.4025,85.6169,4.2864,0.554283146,2.794,0.18,1.6322,2.9458,0.001,55.76,9.33,16.12,10.03,81.0002,494,70.6267,9.243874286,842.9274,728.4627
TtID_6076099,6076099,No,HighStrs,Strs,,,,,,,,,,,,,,,,,,,,,14,,,,14.2075,41.82762431,53,2.3864,126.7104,4.3431,0.549163182,1.98,0.1805,2.2759,0.9589,1.625195,44,16.36,28.76,6.17,90.4036,494,70.8502,9.082143792,829.3113,10.9332
TtID_6076101,6076101,No,SomeStrs,Strs,,21.05,2.5,69.6,,37.1,287.58333,1.3,5.13333,60.25,115.16667,,,,620,0.54,516.5,6.48333,1,,21.57143,0.439,0.0305,5.1,14.034,36.7961326,54.0182,6.5949,99.0767,4.3394,0.63146501,4.0578,0.2082,3.0032,0.7904,0.211872,59.23,4.93,9.36,10.77,89.2211,501.378,45.9353,9.289698332,787.3324,23.6187
TtID_6076147,6076147,No,HighStrs,Strs,571.5752,62.37931,,55.29231,,25.8,253.27091,3.34,7.32042,83.09077,63.40427,,,32.02862,477.33333,2.45278,105,6.81759,,28.93437,20.67347,0.962,0.05231,15.01647,13.9488,40.57569061,51,3.554,58.6727,4.2008,0.566402488,2.2143,0.1805,1.9823,2.8267,0.047865,58.93,7.81,13.89,10.39,13.8792,494,69.3185,8.96885154,854.1892,1319.7645
TtID_6078023,6078023,No,HighStrs,Strs,,,,,,,,,,,79.33333,,,,,,,,,,,,,,14.2724,43.55027624,52.5511,6.2499,176.963,4.4026,0.595838339,2.1988,0.2164,2.0521,0.798,2.604395,54.92,7.78,13.7,5.74,98.5823,494,49.6492,8.901732424,763.191,5.1534
TtID_6078025,6078025,No,HighStrs,Strs,808.47277,,,60.13793,,23.8,317.15385,,8.12821,77.94872,1135.25,80,2538,41.57576,,,,6.79231,,,15.22821,1.89333,0.13808,,14.2397,40.97016575,54,4.7224,81.5318,4.3426,0.553883535,2.7025,0.18,1.6484,2.0299,0.001,56.06,9.33,16.1,9.71,86.8393,494,58.2436,9.271040573,818.5625,708.8967
TtID_6078037,6078037,No,Strs,Strs,767.80962,,,76.53165,,,376.06383,,9.80426,90.53191,782.56923,80,1298,42.31646,,,,6.84271,,,13.25729,2.58145,0.12901,,14.2831,41.75524862,53,2.4237,92.9973,4.3521,0.512363868,2.2348,0.18,1.9924,0.9585,0.293714,55.75,13.49,22.02,7.1,88.4868,494,70.4326,9.247336261,821.7609,282.7125
